,variable,value
467,ENDUSE,"CAPITAL GOODS, EXCEPT AUTOMOTIVE"
468,ENDUSE,"CAPITAL GOODS, EXCEPT AUTOMOTIVE"
469,ENDUSE,"CAPITAL GOODS, EXCEPT AUTOMOTIVE"
470,ENDUSE,"CAPITAL GOODS, EXCEPT AUTOMOTIVE"
471,ENDUSE,"CAPITAL GOODS, EXCEPT AUTOMOTIVE"
472,ENDUSE,"CAPITAL GOODS, EXCEPT AUTOMOTIVE"
473,ENDUSE,"CAPITAL GOODS, EXCEPT AUTOMOTIVE"
474,ENDUSE,"CAPITAL GOODS, EXCEPT AUTOMOTIVE"
475,ENDUSE,"CAPITAL GOODS, EXCEPT AUTOMOTIVE"
476,ENDUSE,"CAPITAL GOODS, EXCEPT AUTOMOTIVE"
477,ENDUSE,"CAPITAL GOODS, EXCEPT AUTOMOTIVE"
478,ENDUSE,"CAPITAL GOODS, EXCEPT AUTOMOTIVE"
479,ENDUSE,"CAPITAL GOODS, EXCEPT AUTOMOTIVE"
480,ENDUSE,"CAPITAL GOODS, EXCEPT AUTOMOTIVE"
481,ENDUSE,"CAPITAL GOODS, EXCEPT AUTOMOTIVE"
482,ENDUSE,"CAPITAL GOODS, EXCEPT AUTOMOTIVE"
483,ENDUSE,"CAPITAL GOODS, EXCEPT AUTOMOTIVE"
484,ENDUSE,"CAPITAL GOODS, EXCEPT AUTOMOTIVE"
485,ENDUSE,"CAPITAL GOODS, EXCEPT AUTOMOTIVE"
486,ENDUSE,"CAPITAL GOODS, EXCEPT AUTOMOTIVE"
487,ENDUSE,"CAPITAL GOODS, EXCEPT AUTOMOTIVE"
488,ENDUSE,"CAPITAL GOODS, EXCEPT AUTOMOTIVE"
489,ENDUSE,"CAPITAL GOODS, EXCEPT AUTOMOTIVE"
490,ENDUSE,"CAPITAL GOODS, EXCEPT AUTOMOTIVE"
491,ENDUSE,"CAPITAL GOODS, EXCEPT AUTOMOTIVE"
492,ENDUSE,"CAPITAL GOODS, EXCEPT AUTOMOTIVE"
493,ENDUSE,"CAPITAL GOODS, EXCEPT AUTOMOTIVE"
494,ENDUSE,"CAPITAL GOODS, EXCEPT AUTOMOTIVE"
495,ENDUSE,"CAPITAL GOODS, EXCEPT AUTOMOTIVE"
496,ENDUSE,"CAPITAL GOODS, EXCEPT AUTOMOTIVE"
497,ENDUSE,"CAPITAL GOODS, EXCEPT AUTOMOTIVE"
498,ENDUSE,"CAPITAL GOODS, EXCEPT AUTOMOTIVE"
499,ENDUSE,"CAPITAL GOODS, EXCEPT AUTOMOTIVE"
500,ENDUSE,"CAPITAL GOODS, EXCEPT AUTOMOTIVE"
501,ENDUSE,"CAPITAL GOODS, EXCEPT AUTOMOTIVE"
502,ENDUSE,"CAPITAL GOODS, EXCEPT AUTOMOTIVE"
503,ENDUSE,"CAPITAL GOODS, EXCEPT AUTOMOTIVE"
504,ENDUSE,"CAPITAL GOODS, EXCEPT AUTOMOTIVE"
505,ENDUSE,"FOODS, FEEDS, AND BEVERAGES"
506,ENDUSE,"FOODS, FEEDS, AND BEVERAGES"
507,ENDUSE,"FOODS, FEEDS, AND BEVERAGES"
508,ENDUSE,"FOODS, FEEDS, AND BEVERAGES"
509,ENDUSE,"FOODS, FEEDS, AND BEVERAGES"
510,ENDUSE,"FOODS, FEEDS, AND BEVERAGES"
511,ENDUSE,"FOODS, FEEDS, AND BEVERAGES"
512,ENDUSE,"FOODS, FEEDS, AND BEVERAGES"
513,ENDUSE,"FOODS, FEEDS, AND BEVERAGES"
514,ENDUSE,"FOODS, FEEDS, AND BEVERAGES"
515,ENDUSE,"FOODS, FEEDS, AND BEVERAGES"
516,ENDUSE,"FOODS, FEEDS, AND BEVERAGES"
517,ENDUSE,"FOODS, FEEDS, AND BEVERAGES"
518,ENDUSE,"FOODS, FEEDS, AND BEVERAGES"
519,ENDUSE,"FOODS, FEEDS, AND BEVERAGES"
520,ENDUSE,"FOODS, FEEDS, AND BEVERAGES"
521,ENDUSE,"FOODS, FEEDS, AND BEVERAGES"
522,ENDUSE,"FOODS, FEEDS, AND BEVERAGES"
523,ENDUSE,"FOODS, FEEDS, AND BEVERAGES"
524,ENDUSE,"FOODS, FEEDS, AND BEVERAGES"
525,ENDUSE,"FOODS, FEEDS, AND BEVERAGES"
526,ENDUSE,"FOODS, FEEDS, AND BEVERAGES"
527,ENDUSE,"FOODS, FEEDS, AND BEVERAGES"
528,ENDUSE,"FOODS, FEEDS, AND BEVERAGES"
529,ENDUSE,"FOODS, FEEDS, AND BEVERAGES"
530,ENDUSE,"FOODS, FEEDS, AND BEVERAGES"
531,ENDUSE,"FOODS, FEEDS, AND BEVERAGES"
532,ENDUSE,"FOODS, FEEDS, AND BEVERAGES"
533,ENDUSE,"FOODS, FEEDS, AND BEVERAGES"
534,ENDUSE,"FOODS, FEEDS, AND BEVERAGES"
535,ENDUSE,"FOODS, FEEDS, AND BEVERAGES"
536,ENDUSE,"FOODS, FEEDS, AND BEVERAGES"
537,ENDUSE,"FOODS, FEEDS, AND BEVERAGES"
538,ENDUSE,"FOODS, FEEDS, AND BEVERAGES"
539,ENDUSE,"FOODS, FEEDS, AND BEVERAGES"
540,ENDUSE,"FOODS, FEEDS, AND BEVERAGES"
541,ENDUSE,"FOODS, FEEDS, AND BEVERAGES"
542,ENDUSE,"FOODS, FEEDS, AND BEVERAGES"
543,ENDUSE,"FOODS, FEEDS, AND BEVERAGES"
544,ENDUSE,"FOODS, FEEDS, AND BEVERAGES"
545,ENDUSE,"FOODS, FEEDS, AND BEVERAGES"
546,ENDUSE,INDUSTRIAL SUPPLIES AND MATERIALS
547,ENDUSE,INDUSTRIAL SUPPLIES AND MATERIALS
548,ENDUSE,INDUSTRIAL SUPPLIES AND MATERIALS
549,ENDUSE,INDUSTRIAL SUPPLIES AND MATERIALS
550,ENDUSE,INDUSTRIAL SUPPLIES AND MATERIALS
551,ENDUSE,INDUSTRIAL SUPPLIES AND MATERIALS
552,ENDUSE,INDUSTRIAL SUPPLIES AND MATERIALS
553,ENDUSE,INDUSTRIAL SUPPLIES AND MATERIALS
554,ENDUSE,INDUSTRIAL SUPPLIES AND MATERIALS
555,ENDUSE,INDUSTRIAL SUPPLIES AND MATERIALS
556,ENDUSE,INDUSTRIAL SUPPLIES AND MATERIALS
557,ENDUSE,INDUSTRIAL SUPPLIES AND MATERIALS
558,ENDUSE,INDUSTRIAL SUPPLIES AND MATERIALS
559,ENDUSE,INDUSTRIAL SUPPLIES AND MATERIALS
560,ENDUSE,INDUSTRIAL SUPPLIES AND MATERIALS
561,ENDUSE,INDUSTRIAL SUPPLIES AND MATERIALS
562,ENDUSE,INDUSTRIAL SUPPLIES AND MATERIALS
563,ENDUSE,INDUSTRIAL SUPPLIES AND MATERIALS
564,ENDUSE,INDUSTRIAL SUPPLIES AND MATERIALS
565,ENDUSE,INDUSTRIAL SUPPLIES AND MATERIALS
566,ENDUSE,INDUSTRIAL SUPPLIES AND MATERIALS
567,ENDUSE,INDUSTRIAL SUPPLIES AND MATERIALS
568,ENDUSE,INDUSTRIAL SUPPLIES AND MATERIALS
569,ENDUSE,INDUSTRIAL SUPPLIES AND MATERIALS
570,ENDUSE,INDUSTRIAL SUPPLIES AND MATERIALS
571,ENDUSE,INDUSTRIAL SUPPLIES AND MATERIALS
572,ENDUSE,INDUSTRIAL SUPPLIES AND MATERIALS
573,ENDUSE,INDUSTRIAL SUPPLIES AND MATERIALS
574,ENDUSE,INDUSTRIAL SUPPLIES AND MATERIALS
575,ENDUSE,INDUSTRIAL SUPPLIES AND MATERIALS
576,ENDUSE,INDUSTRIAL SUPPLIES AND MATERIALS
577,ENDUSE,INDUSTRIAL SUPPLIES AND MATERIALS
578,ENDUSE,INDUSTRIAL SUPPLIES AND MATERIALS
579,ENDUSE,INDUSTRIAL SUPPLIES AND MATERIALS
580,ENDUSE,INDUSTRIAL SUPPLIES AND MATERIALS
581,ENDUSE,INDUSTRIAL SUPPLIES AND MATERIALS
582,ENDUSE,INDUSTRIAL SUPPLIES AND MATERIALS
583,ENDUSE,INDUSTRIAL SUPPLIES AND MATERIALS
584,ENDUSE,INDUSTRIAL SUPPLIES AND MATERIALS
585,ENDUSE,INDUSTRIAL SUPPLIES AND MATERIALS
586,ENDUSE,INDUSTRIAL SUPPLIES AND MATERIALS
587,ENDUSE,INDUSTRIAL SUPPLIES AND MATERIALS
588,ENDUSE,"CAPITAL GOODS, EXCEPT AUTOMOTIVE"
589,ENDUSE,"CAPITAL GOODS, EXCEPT AUTOMOTIVE"
590,ENDUSE,"CAPITAL GOODS, EXCEPT AUTOMOTIVE"
591,ENDUSE,"CAPITAL GOODS, EXCEPT AUTOMOTIVE"
592,ENDUSE,"CAPITAL GOODS, EXCEPT AUTOMOTIVE"
593,ENDUSE,"CAPITAL GOODS, EXCEPT AUTOMOTIVE"
594,ENDUSE,"CAPITAL GOODS, EXCEPT AUTOMOTIVE"
595,ENDUSE,"CAPITAL GOODS, EXCEPT AUTOMOTIVE"
596,ENDUSE,"CAPITAL GOODS, EXCEPT AUTOMOTIVE"
597,ENDUSE,"CAPITAL GOODS, EXCEPT AUTOMOTIVE"
598,ENDUSE,"CAPITAL GOODS, EXCEPT AUTOMOTIVE"
599,ENDUSE,"CAPITAL GOODS, EXCEPT AUTOMOTIVE"
600,ENDUSE,"CAPITAL GOODS, EXCEPT AUTOMOTIVE"
601,ENDUSE,"CAPITAL GOODS, EXCEPT AUTOMOTIVE"
602,ENDUSE,"CAPITAL GOODS, EXCEPT AUTOMOTIVE"
603,ENDUSE,"CAPITAL GOODS, EXCEPT AUTOMOTIVE"
604,ENDUSE,"CAPITAL GOODS, EXCEPT AUTOMOTIVE"
605,ENDUSE,"CAPITAL GOODS, EXCEPT AUTOMOTIVE"
606,ENDUSE,"CAPITAL GOODS, EXCEPT AUTOMOTIVE"
607,ENDUSE,"CAPITAL GOODS, EXCEPT AUTOMOTIVE"
608,ENDUSE,"CAPITAL GOODS, EXCEPT AUTOMOTIVE"
609,ENDUSE,"CAPITAL GOODS, EXCEPT AUTOMOTIVE"
610,ENDUSE,"CAPITAL GOODS, EXCEPT AUTOMOTIVE"
611,ENDUSE,"CAPITAL GOODS, EXCEPT AUTOMOTIVE"
612,ENDUSE,"CAPITAL GOODS, EXCEPT AUTOMOTIVE"
613,ENDUSE,"CAPITAL GOODS, EXCEPT AUTOMOTIVE"
614,ENDUSE,"CAPITAL GOODS, EXCEPT AUTOMOTIVE"
615,ENDUSE,"CAPITAL GOODS, EXCEPT AUTOMOTIVE"
616,ENDUSE,"CAPITAL GOODS, EXCEPT AUTOMOTIVE"
617,ENDUSE,"CAPITAL GOODS, EXCEPT AUTOMOTIVE"
618,ENDUSE,"CAPITAL GOODS, EXCEPT AUTOMOTIVE"
619,ENDUSE,"CAPITAL GOODS, EXCEPT AUTOMOTIVE"
620,ENDUSE,"CAPITAL GOODS, EXCEPT AUTOMOTIVE"
621,ENDUSE,"CAPITAL GOODS, EXCEPT AUTOMOTIVE"
622,ENDUSE,"CAPITAL GOODS, EXCEPT AUTOMOTIVE"
623,ENDUSE,"CAPITAL GOODS, EXCEPT AUTOMOTIVE"
624,ENDUSE,"CAPITAL GOODS, EXCEPT AUTOMOTIVE"
625,ENDUSE,"CAPITAL GOODS, EXCEPT AUTOMOTIVE"
626,ENDUSE,"CAPITAL GOODS, EXCEPT AUTOMOTIVE"
627,ENDUSE,"CAPITAL GOODS, EXCEPT AUTOMOTIVE"
628,ENDUSE,"CAPITAL GOODS, EXCEPT AUTOMOTIVE"
629,ENDUSE,"CAPITAL GOODS, EXCEPT AUTOMOTIVE"
630,ENDUSE,"CAPITAL GOODS, EXCEPT AUTOMOTIVE"
631,ENDUSE,"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES"
632,ENDUSE,"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES"
633,ENDUSE,"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES"
634,ENDUSE,"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES"
635,ENDUSE,"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES"
636,ENDUSE,"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES"
637,ENDUSE,"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES"
638,ENDUSE,"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES"
639,ENDUSE,"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES"
640,ENDUSE,"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES"
641,ENDUSE,"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES"
642,ENDUSE,"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES"
643,ENDUSE,"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES"
644,ENDUSE,"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES"
645,ENDUSE,"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES"
646,ENDUSE,"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES"
647,ENDUSE,"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES"
648,ENDUSE,"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES"
649,ENDUSE,"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES"
650,ENDUSE,"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES"
651,ENDUSE,"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES"
652,ENDUSE,"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES"
653,ENDUSE,"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES"
654,ENDUSE,"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES"
655,ENDUSE,"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES"
656,ENDUSE,"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES"
657,ENDUSE,"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES"
658,ENDUSE,"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES"
659,ENDUSE,"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES"
660,ENDUSE,"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES"
661,ENDUSE,"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES"
662,ENDUSE,"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES"
663,ENDUSE,"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES"
664,ENDUSE,"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES"
665,ENDUSE,"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES"
666,ENDUSE,"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES"
667,ENDUSE,"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES"
668,ENDUSE,"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES"
669,ENDUSE,"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES"
670,ENDUSE,"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES"
671,ENDUSE,"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES"
672,ENDUSE,CONSUMER GOODS
673,ENDUSE,CONSUMER GOODS
674,ENDUSE,CONSUMER GOODS
675,ENDUSE,CONSUMER GOODS
676,ENDUSE,CONSUMER GOODS
677,ENDUSE,CONSUMER GOODS
678,ENDUSE,CONSUMER GOODS
679,ENDUSE,CONSUMER GOODS
680,ENDUSE,CONSUMER GOODS
681,ENDUSE,CONSUMER GOODS
682,ENDUSE,CONSUMER GOODS
683,ENDUSE,CONSUMER GOODS
684,ENDUSE,CONSUMER GOODS
685,ENDUSE,CONSUMER GOODS
686,ENDUSE,CONSUMER GOODS
687,ENDUSE,CONSUMER GOODS
688,ENDUSE,CONSUMER GOODS
689,ENDUSE,CONSUMER GOODS
690,ENDUSE,CONSUMER GOODS
691,ENDUSE,CONSUMER GOODS
692,ENDUSE,CONSUMER GOODS
693,ENDUSE,CONSUMER GOODS
694,ENDUSE,CONSUMER GOODS
695,ENDUSE,CONSUMER GOODS
696,ENDUSE,CONSUMER GOODS
697,ENDUSE,CONSUMER GOODS
698,ENDUSE,CONSUMER GOODS
699,ENDUSE,CONSUMER GOODS
700,ENDUSE,CONSUMER GOODS
701,ENDUSE,CONSUMER GOODS
702,ENDUSE,CONSUMER GOODS
703,ENDUSE,CONSUMER GOODS
704,ENDUSE,CONSUMER GOODS
705,ENDUSE,CONSUMER GOODS
706,ENDUSE,CONSUMER GOODS
707,ENDUSE,CONSUMER GOODS
708,ENDUSE,CONSUMER GOODS
709,ENDUSE,CONSUMER GOODS
710,ENDUSE,CONSUMER GOODS
711,ENDUSE,CONSUMER GOODS
712,ENDUSE,CONSUMER GOODS
713,ENDUSE,CONSUMER GOODS
714,ENDUSE,OTHER GOODS
715,ENDUSE,OTHER GOODS
716,ENDUSE,OTHER GOODS
717,ENDUSE,OTHER GOODS
718,ENDUSE,OTHER GOODS
719,ENDUSE,OTHER GOODS
720,ENDUSE,OTHER GOODS
721,ENDUSE,OTHER GOODS
722,ENDUSE,OTHER GOODS
723,ENDUSE,OTHER GOODS
724,ENDUSE,OTHER GOODS
725,ENDUSE,OTHER GOODS
726,ENDUSE,OTHER GOODS
727,ENDUSE,OTHER GOODS
728,ENDUSE,OTHER GOODS
729,ENDUSE,OTHER GOODS
730,ENDUSE,OTHER GOODS
731,ENDUSE,OTHER GOODS
732,ENDUSE,OTHER GOODS
733,ENDUSE,OTHER GOODS
734,ENDUSE,OTHER GOODS
735,ENDUSE,OTHER GOODS
736,ENDUSE,OTHER GOODS
737,ENDUSE,OTHER GOODS
738,ENDUSE,OTHER GOODS
739,ENDUSE,OTHER GOODS
740,ENDUSE,OTHER GOODS
741,ENDUSE,OTHER GOODS
742,ENDUSE,OTHER GOODS
743,ENDUSE,OTHER GOODS
744,ENDUSE,OTHER GOODS
745,ENDUSE,OTHER GOODS
746,ENDUSE,OTHER GOODS
747,ENDUSE,OTHER GOODS
748,ENDUSE,OTHER GOODS
749,ENDUSE,OTHER GOODS
750,ENDUSE,OTHER GOODS
751,ENDUSE,OTHER GOODS
752,ENDUSE,OTHER GOODS
753,ENDUSE,OTHER GOODS
754,ENDUSE,OTHER GOODS
755,ENDUSE,OTHER GOODS
756,ENDUSE,OTHER GOODS
757,ENDUSE,"FOODS, FEEDS, AND BEVERAGES"
758,ENDUSE,"FOODS, FEEDS, AND BEVERAGES"
759,ENDUSE,"FOODS, FEEDS, AND BEVERAGES"
760,ENDUSE,"FOODS, FEEDS, AND BEVERAGES"
761,ENDUSE,"FOODS, FEEDS, AND BEVERAGES"
762,ENDUSE,"FOODS, FEEDS, AND BEVERAGES"
763,ENDUSE,"FOODS, FEEDS, AND BEVERAGES"
764,ENDUSE,"FOODS, FEEDS, AND BEVERAGES"
765,ENDUSE,"FOODS, FEEDS, AND BEVERAGES"
766,ENDUSE,"FOODS, FEEDS, AND BEVERAGES"
767,ENDUSE,"FOODS, FEEDS, AND BEVERAGES"
768,ENDUSE,"FOODS, FEEDS, AND BEVERAGES"
769,ENDUSE,"FOODS, FEEDS, AND BEVERAGES"
770,ENDUSE,"FOODS, FEEDS, AND BEVERAGES"
771,ENDUSE,"FOODS, FEEDS, AND BEVERAGES"
772,ENDUSE,"FOODS, FEEDS, AND BEVERAGES"
773,ENDUSE,"FOODS, FEEDS, AND BEVERAGES"
774,ENDUSE,"FOODS, FEEDS, AND BEVERAGES"
775,ENDUSE,"FOODS, FEEDS, AND BEVERAGES"
776,ENDUSE,"FOODS, FEEDS, AND BEVERAGES"
777,ENDUSE,"FOODS, FEEDS, AND BEVERAGES"
778,ENDUSE,"FOODS, FEEDS, AND BEVERAGES"
779,ENDUSE,"FOODS, FEEDS, AND BEVERAGES"
780,ENDUSE,"FOODS, FEEDS, AND BEVERAGES"
781,ENDUSE,"FOODS, FEEDS, AND BEVERAGES"
782,ENDUSE,"FOODS, FEEDS, AND BEVERAGES"
783,ENDUSE,"FOODS, FEEDS, AND BEVERAGES"
784,ENDUSE,"FOODS, FEEDS, AND BEVERAGES"
785,ENDUSE,"FOODS, FEEDS, AND BEVERAGES"
786,ENDUSE,"FOODS, FEEDS, AND BEVERAGES"
787,ENDUSE,"FOODS, FEEDS, AND BEVERAGES"
788,ENDUSE,"FOODS, FEEDS, AND BEVERAGES"
789,ENDUSE,"FOODS, FEEDS, AND BEVERAGES"
790,ENDUSE,"FOODS, FEEDS, AND BEVERAGES"
791,ENDUSE,"FOODS, FEEDS, AND BEVERAGES"
792,ENDUSE,"FOODS, FEEDS, AND BEVERAGES"
793,ENDUSE,"FOODS, FEEDS, AND BEVERAGES"
794,ENDUSE,"FOODS, FEEDS, AND BEVERAGES"
795,ENDUSE,"FOODS, FEEDS, AND BEVERAGES"
796,ENDUSE,"FOODS, FEEDS, AND BEVERAGES"
797,ENDUSE,INDUSTRIAL SUPPLIES AND MATERIALS
798,ENDUSE,INDUSTRIAL SUPPLIES AND MATERIALS
799,ENDUSE,INDUSTRIAL SUPPLIES AND MATERIALS
800,ENDUSE,INDUSTRIAL SUPPLIES AND MATERIALS
801,ENDUSE,INDUSTRIAL SUPPLIES AND MATERIALS
802,ENDUSE,INDUSTRIAL SUPPLIES AND MATERIALS
803,ENDUSE,INDUSTRIAL SUPPLIES AND MATERIALS
804,ENDUSE,INDUSTRIAL SUPPLIES AND MATERIALS
805,ENDUSE,INDUSTRIAL SUPPLIES AND MATERIALS
806,ENDUSE,INDUSTRIAL SUPPLIES AND MATERIALS
807,ENDUSE,INDUSTRIAL SUPPLIES AND MATERIALS
808,ENDUSE,INDUSTRIAL SUPPLIES AND MATERIALS
809,ENDUSE,INDUSTRIAL SUPPLIES AND MATERIALS
810,ENDUSE,INDUSTRIAL SUPPLIES AND MATERIALS
811,ENDUSE,INDUSTRIAL SUPPLIES AND MATERIALS
812,ENDUSE,INDUSTRIAL SUPPLIES AND MATERIALS
813,ENDUSE,INDUSTRIAL SUPPLIES AND MATERIALS
814,ENDUSE,INDUSTRIAL SUPPLIES AND MATERIALS
815,ENDUSE,INDUSTRIAL SUPPLIES AND MATERIALS
816,ENDUSE,INDUSTRIAL SUPPLIES AND MATERIALS
817,ENDUSE,INDUSTRIAL SUPPLIES AND MATERIALS
818,ENDUSE,INDUSTRIAL SUPPLIES AND MATERIALS
819,ENDUSE,INDUSTRIAL SUPPLIES AND MATERIALS
820,ENDUSE,INDUSTRIAL SUPPLIES AND MATERIALS
821,ENDUSE,INDUSTRIAL SUPPLIES AND MATERIALS
822,ENDUSE,INDUSTRIAL SUPPLIES AND MATERIALS
823,ENDUSE,INDUSTRIAL SUPPLIES AND MATERIALS
824,ENDUSE,INDUSTRIAL SUPPLIES AND MATERIALS
825,ENDUSE,INDUSTRIAL SUPPLIES AND MATERIALS
826,ENDUSE,INDUSTRIAL SUPPLIES AND MATERIALS
827,ENDUSE,INDUSTRIAL SUPPLIES AND MATERIALS
828,ENDUSE,INDUSTRIAL SUPPLIES AND MATERIALS
829,ENDUSE,INDUSTRIAL SUPPLIES AND MATERIALS
830,ENDUSE,INDUSTRIAL SUPPLIES AND MATERIALS
831,ENDUSE,INDUSTRIAL SUPPLIES AND MATERIALS
832,ENDUSE,INDUSTRIAL SUPPLIES AND MATERIALS
833,ENDUSE,INDUSTRIAL SUPPLIES AND MATERIALS
834,ENDUSE,INDUSTRIAL SUPPLIES AND MATERIALS
835,ENDUSE,INDUSTRIAL SUPPLIES AND MATERIALS
836,ENDUSE,INDUSTRIAL SUPPLIES AND MATERIALS
837,ENDUSE,INDUSTRIAL SUPPLIES AND MATERIALS
838,ENDUSE,INDUSTRIAL SUPPLIES AND MATERIALS
839,ENDUSE,"CAPITAL GOODS, EXCEPT AUTOMOTIVE"
840,ENDUSE,"CAPITAL GOODS, EXCEPT AUTOMOTIVE"
841,ENDUSE,"CAPITAL GOODS, EXCEPT AUTOMOTIVE"
842,ENDUSE,"CAPITAL GOODS, EXCEPT AUTOMOTIVE"
843,ENDUSE,"CAPITAL GOODS, EXCEPT AUTOMOTIVE"
844,ENDUSE,"CAPITAL GOODS, EXCEPT AUTOMOTIVE"
845,ENDUSE,"CAPITAL GOODS, EXCEPT AUTOMOTIVE"
846,ENDUSE,"CAPITAL GOODS, EXCEPT AUTOMOTIVE"
847,ENDUSE,"CAPITAL GOODS, EXCEPT AUTOMOTIVE"
848,ENDUSE,"CAPITAL GOODS, EXCEPT AUTOMOTIVE"
849,ENDUSE,"CAPITAL GOODS, EXCEPT AUTOMOTIVE"
850,ENDUSE,"CAPITAL GOODS, EXCEPT AUTOMOTIVE"
851,ENDUSE,"CAPITAL GOODS, EXCEPT AUTOMOTIVE"
852,ENDUSE,"CAPITAL GOODS, EXCEPT AUTOMOTIVE"
853,ENDUSE,"CAPITAL GOODS, EXCEPT AUTOMOTIVE"
854,ENDUSE,"CAPITAL GOODS, EXCEPT AUTOMOTIVE"
855,ENDUSE,"CAPITAL GOODS, EXCEPT AUTOMOTIVE"
856,ENDUSE,"CAPITAL GOODS, EXCEPT AUTOMOTIVE"
857,ENDUSE,"CAPITAL GOODS, EXCEPT AUTOMOTIVE"
858,ENDUSE,"CAPITAL GOODS, EXCEPT AUTOMOTIVE"
859,ENDUSE,"CAPITAL GOODS, EXCEPT AUTOMOTIVE"
860,ENDUSE,"CAPITAL GOODS, EXCEPT AUTOMOTIVE"
861,ENDUSE,"CAPITAL GOODS, EXCEPT AUTOMOTIVE"
862,ENDUSE,"CAPITAL GOODS, EXCEPT AUTOMOTIVE"
863,ENDUSE,"CAPITAL GOODS, EXCEPT AUTOMOTIVE"
864,ENDUSE,"CAPITAL GOODS, EXCEPT AUTOMOTIVE"
865,ENDUSE,"CAPITAL GOODS, EXCEPT AUTOMOTIVE"
866,ENDUSE,"CAPITAL GOODS, EXCEPT AUTOMOTIVE"
867,ENDUSE,"CAPITAL GOODS, EXCEPT AUTOMOTIVE"
868,ENDUSE,"CAPITAL GOODS, EXCEPT AUTOMOTIVE"
869,ENDUSE,"CAPITAL GOODS, EXCEPT AUTOMOTIVE"
870,ENDUSE,"CAPITAL GOODS, EXCEPT AUTOMOTIVE"
871,ENDUSE,"CAPITAL GOODS, EXCEPT AUTOMOTIVE"
872,ENDUSE,"CAPITAL GOODS, EXCEPT AUTOMOTIVE"
873,ENDUSE,"CAPITAL GOODS, EXCEPT AUTOMOTIVE"
874,ENDUSE,"CAPITAL GOODS, EXCEPT AUTOMOTIVE"
875,ENDUSE,"CAPITAL GOODS, EXCEPT AUTOMOTIVE"
876,ENDUSE,"CAPITAL GOODS, EXCEPT AUTOMOTIVE"
877,ENDUSE,"CAPITAL GOODS, EXCEPT AUTOMOTIVE"
878,ENDUSE,"CAPITAL GOODS, EXCEPT AUTOMOTIVE"
879,ENDUSE,"CAPITAL GOODS, EXCEPT AUTOMOTIVE"
880,ENDUSE,"CAPITAL GOODS, EXCEPT AUTOMOTIVE"
881,ENDUSE,"CAPITAL GOODS, EXCEPT AUTOMOTIVE"
882,ENDUSE,"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES"
883,ENDUSE,"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES"
884,ENDUSE,"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES"
885,ENDUSE,"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES"
886,ENDUSE,"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES"
887,ENDUSE,"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES"
888,ENDUSE,"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES"
889,ENDUSE,"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES"
890,ENDUSE,"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES"
891,ENDUSE,"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES"
