ENDUSE,District,Weight,Value,Item_Count,Date
INDUSTRIAL SUPPLIES AND MATERIALS,"MILWAUKEE, WI",158249,26006529,701,2019-09-01
INDUSTRIAL SUPPLIES AND MATERIALS,"DETROIT, MI",54735202,2547075539,138437,2019-09-01
INDUSTRIAL SUPPLIES AND MATERIALS,"CHICAGO, IL",183145287,3654712038,71716,2019-09-01
INDUSTRIAL SUPPLIES AND MATERIALS,"CLEVELAND, OH",175094267,1035408624,51715,2019-09-01
INDUSTRIAL SUPPLIES AND MATERIALS,"ST. LOUIS, MO",84805348,552334632,12853,2019-09-01
INDUSTRIAL SUPPLIES AND MATERIALS,"SAN JUAN, PR",257690230,695702404,3259,2019-09-01
INDUSTRIAL SUPPLIES AND MATERIALS,U.S. VIRGIN ISLANDS,29960,2683800,11,2019-09-01
INDUSTRIAL SUPPLIES AND MATERIALS,"MIAMI, FL",199288022,499058533,14387,2019-09-01
INDUSTRIAL SUPPLIES AND MATERIALS,"HOUSTON-GALVESTON, TX",524615853,3143839606,34828,2019-09-01
INDUSTRIAL SUPPLIES AND MATERIALS,"WASHINGTON, DC",7863,32791630,2654,2019-09-01
INDUSTRIAL SUPPLIES AND MATERIALS,"DALLAS-FORT WORTH, TX",53046365,480398196,21065,2019-09-01
"CAPITAL GOODS, EXCEPT AUTOMOTIVE","PORTLAND, ME",619774,168128377,1264,2019-09-01
"CAPITAL GOODS, EXCEPT AUTOMOTIVE","ST. ALBANS, VT",0,475080142,8440,2019-09-01
"CAPITAL GOODS, EXCEPT AUTOMOTIVE","BOSTON, MA",10371370,726845979,25077,2019-09-01
"CAPITAL GOODS, EXCEPT AUTOMOTIVE","PROVIDENCE, RI",3983,1208481,37,2019-09-01
"CAPITAL GOODS, EXCEPT AUTOMOTIVE","OGDENSBURG, NY",0,346281218,17362,2019-09-01
"CAPITAL GOODS, EXCEPT AUTOMOTIVE","BUFFALO, NY",1785238,576332280,33732,2019-09-01
"CAPITAL GOODS, EXCEPT AUTOMOTIVE","NEW YORK CITY, NY",134769799,3112628856,102917,2019-09-01
"CAPITAL GOODS, EXCEPT AUTOMOTIVE","PHILADELPHIA, PA",14478429,591762826,25771,2019-09-01
"CAPITAL GOODS, EXCEPT AUTOMOTIVE","CHARLESTON, SC",99634954,1185001887,36686,2019-09-01
"CAPITAL GOODS, EXCEPT AUTOMOTIVE","BALTIMORE, MD",33556149,527369083,11932,2019-09-01
"CAPITAL GOODS, EXCEPT AUTOMOTIVE","NORFOLK, VA",69503255,949395788,22402,2019-09-01
"CAPITAL GOODS, EXCEPT AUTOMOTIVE","WILMINGTON, NC",16220631,394837420,17607,2019-09-01
"CAPITAL GOODS, EXCEPT AUTOMOTIVE","SAVANNAH, GA",174296751,3099104264,73477,2019-09-01
"CAPITAL GOODS, EXCEPT AUTOMOTIVE","TAMPA, FL",42634777,418392245,6836,2019-09-01
"CAPITAL GOODS, EXCEPT AUTOMOTIVE","MOBILE, AL",10972953,334392657,6057,2019-09-01
"CAPITAL GOODS, EXCEPT AUTOMOTIVE","NEW ORLEANS, LA",46614068,3853443653,127445,2019-09-01
"CAPITAL GOODS, EXCEPT AUTOMOTIVE","PORT ARTHUR, TX",0,14410195,5,2019-09-01
"CAPITAL GOODS, EXCEPT AUTOMOTIVE","LAREDO, TX",4809855,4308683630,206106,2019-09-01
"CAPITAL GOODS, EXCEPT AUTOMOTIVE","EL PASO, TX",15983000,3071524509,115953,2019-09-01
"CAPITAL GOODS, EXCEPT AUTOMOTIVE","SAN DIEGO, CA",583493,1151245631,58822,2019-09-01
"CAPITAL GOODS, EXCEPT AUTOMOTIVE","NOGALES, AZ",706997,681032905,32552,2019-09-01
"CAPITAL GOODS, EXCEPT AUTOMOTIVE","LOS ANGELES, CA",347824341,7391451120,170925,2019-09-01
"CAPITAL GOODS, EXCEPT AUTOMOTIVE","SAN FRANCISCO, CA",61977458,2706934967,66446,2019-09-01
"CAPITAL GOODS, EXCEPT AUTOMOTIVE","COLUMBIA-SNAKE, OR",5763544,166956338,5375,2019-09-01
"CAPITAL GOODS, EXCEPT AUTOMOTIVE","SEATTLE, WA",56165810,1863998664,37550,2019-09-01
"CAPITAL GOODS, EXCEPT AUTOMOTIVE","ANCHORAGE, AK",14320,1011333834,20482,2019-09-01
"CAPITAL GOODS, EXCEPT AUTOMOTIVE","HONOLULU, HI",1218995,94284090,2071,2019-09-01
"CAPITAL GOODS, EXCEPT AUTOMOTIVE","GREAT FALLS, MT",15208393,363715964,11634,2019-09-01
"CAPITAL GOODS, EXCEPT AUTOMOTIVE","PEMBINA, ND",16329,279501373,11307,2019-09-01
"CAPITAL GOODS, EXCEPT AUTOMOTIVE","MINNEAPOLIS, MN",13059636,332946336,13084,2019-09-01
"CAPITAL GOODS, EXCEPT AUTOMOTIVE","DULUTH, MN",927,15074570,951,2019-09-01
"CAPITAL GOODS, EXCEPT AUTOMOTIVE","MILWAUKEE, WI",2902536,42170964,3501,2019-09-01
"CAPITAL GOODS, EXCEPT AUTOMOTIVE","DETROIT, MI",10435225,1739893389,68518,2019-09-01
"CAPITAL GOODS, EXCEPT AUTOMOTIVE","CHICAGO, IL",98204267,5010422761,173200,2019-09-01
"CAPITAL GOODS, EXCEPT AUTOMOTIVE","CLEVELAND, OH",50898719,3914983642,183942,2019-09-01
"CAPITAL GOODS, EXCEPT AUTOMOTIVE","MIAMI, FL",26900828,819785536,20394,2019-09-01
"CAPITAL GOODS, EXCEPT AUTOMOTIVE","ST. LOUIS, MO",33929406,402827527,14538,2019-09-01
"CAPITAL GOODS, EXCEPT AUTOMOTIVE","SAN JUAN, PR",6937565,194207971,2652,2019-09-01
"CAPITAL GOODS, EXCEPT AUTOMOTIVE",U.S. VIRGIN ISLANDS,54170,71136,7,2019-09-01
"CAPITAL GOODS, EXCEPT AUTOMOTIVE","HOUSTON-GALVESTON, TX",135240039,1729951358,33153,2019-09-01
"CAPITAL GOODS, EXCEPT AUTOMOTIVE","WASHINGTON, DC",5188,185277682,8331,2019-09-01
"CAPITAL GOODS, EXCEPT AUTOMOTIVE","DALLAS-FORT WORTH, TX",35991021,1535938159,47713,2019-09-01
"CAPITAL GOODS, EXCEPT AUTOMOTIVE",VESSELS UNDER OWN POWER,0,54555,3,2019-09-01
"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES","PORTLAND, ME",38010,34640412,5458,2019-09-01
"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES","ST. ALBANS, VT",0,18494533,1258,2019-09-01
"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES","BOSTON, MA",4175759,65640530,1309,2019-09-01
"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES","PROVIDENCE, RI",0,633889122,13825,2019-09-01
"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES","OGDENSBURG, NY",0,138734433,7728,2019-09-01
"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES","BUFFALO, NY",347215,802541665,27836,2019-09-01
"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES","NORFOLK, VA",47716587,276258459,7760,2019-09-01
"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES","NEW YORK CITY, NY",77601726,1179073828,35648,2019-09-01
"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES","PHILADELPHIA, PA",13729390,313203854,12197,2019-09-01
"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES","BALTIMORE, MD",14651019,1362971641,7910,2019-09-01
"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES","WILMINGTON, NC",4041776,30063746,2079,2019-09-01
"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES","CHARLESTON, SC",94273593,764404793,31416,2019-09-01
"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES","SAVANNAH, GA",86441440,1519919964,32192,2019-09-01
"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES","TAMPA, FL",11780518,952217227,14844,2019-09-01
"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES","MOBILE, AL",26738965,246411250,6132,2019-09-01
"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES","NEW ORLEANS, LA",29403045,509808453,21809,2019-09-01
"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES","LAREDO, TX",1752765,7390813300,356570,2019-09-01
"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES","EL PASO, TX",1382907,1341302253,104009,2019-09-01
"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES","SAN DIEGO, CA",30038,1268765529,20479,2019-09-01
"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES","NOGALES, AZ",127993,437826771,23786,2019-09-01
"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES","LOS ANGELES, CA",180651119,2274332480,57275,2019-09-01
"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES","SAN FRANCISCO, CA",18991353,678240536,10505,2019-09-01
"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES","COLUMBIA-SNAKE, OR",5260895,653166828,688,2019-09-01
"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES","SEATTLE, WA",26267923,555236180,11849,2019-09-01
"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES","ANCHORAGE, AK",0,6288780,472,2019-09-01
"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES","HONOLULU, HI",56644,24872951,174,2019-09-01
"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES","GREAT FALLS, MT",2077754,55162650,2183,2019-09-01
"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES","PEMBINA, ND",0,113777284,3733,2019-09-01
"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES","MINNEAPOLIS, MN",4073730,57180950,3172,2019-09-01
"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES","DULUTH, MN",17009,2438986,338,2019-09-01
"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES","MILWAUKEE, WI",132495,7578788,256,2019-09-01
"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES","DETROIT, MI",17129244,4444979508,220596,2019-09-01
"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES","CHICAGO, IL",44770030,551487979,29364,2019-09-01
"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES",U.S. VIRGIN ISLANDS,25735,99635,15,2019-09-01
"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES","CLEVELAND, OH",45403582,547554030,20907,2019-09-01
"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES","ST. LOUIS, MO",14797467,72011172,4078,2019-09-01
"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES","SAN JUAN, PR",3186724,101717195,856,2019-09-01
"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES","MIAMI, FL",13446347,145573610,8667,2019-09-01
"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES","HOUSTON-GALVESTON, TX",18722891,337754298,10241,2019-09-01
"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES","WASHINGTON, DC",0,9280891,603,2019-09-01
"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES","DALLAS-FORT WORTH, TX",23578677,121962297,6842,2019-09-01
CONSUMER GOODS,"PORTLAND, ME",1646243,194190324,2920,2019-09-01
CONSUMER GOODS,"ST. ALBANS, VT",0,50818935,7547,2019-09-01
CONSUMER GOODS,"BOSTON, MA",22266030,525285867,20812,2019-09-01
CONSUMER GOODS,"PROVIDENCE, RI",5561,14293341,780,2019-09-01
CONSUMER GOODS,"OGDENSBURG, NY",113,415047504,50902,2019-09-01
CONSUMER GOODS,"BALTIMORE, MD",69036132,508970347,33791,2019-09-01
CONSUMER GOODS,"BUFFALO, NY",957915,446752242,51922,2019-09-01
CONSUMER GOODS,"NEW YORK CITY, NY",521444218,8339761705,476171,2019-09-01
CONSUMER GOODS,"PHILADELPHIA, PA",29823563,1854907594,45400,2019-09-01
CONSUMER GOODS,"NORFOLK, VA",168702396,1173685324,65856,2019-09-01
CONSUMER GOODS,"WILMINGTON, NC",36983962,396934165,27740,2019-09-01
CONSUMER GOODS,"CHARLESTON, SC",112094716,900357803,48212,2019-09-01
CONSUMER GOODS,"SAVANNAH, GA",339444649,3219124609,173041,2019-09-01
CONSUMER GOODS,"TAMPA, FL",62293269,504221401,36818,2019-09-01
CONSUMER GOODS,"MOBILE, AL",44510868,521925324,34495,2019-09-01
CONSUMER GOODS,"NEW ORLEANS, LA",57637421,2089855868,86503,2019-09-01
CONSUMER GOODS,"PORT ARTHUR, TX",0,164625,1,2019-09-01
CONSUMER GOODS,"LAREDO, TX",540130,1664985258,165343,2019-09-01
CONSUMER GOODS,"EL PASO, TX",5122265,431445834,52352,2019-09-01
CONSUMER GOODS,"SAN DIEGO, CA",1519897,1209586977,77436,2019-09-01
CONSUMER GOODS,"NOGALES, AZ",14654878,126190888,14219,2019-09-01
CONSUMER GOODS,"LOS ANGELES, CA",1413063928,11972670951,676416,2019-09-01
CONSUMER GOODS,"SAN FRANCISCO, CA",122280082,993289059,79507,2019-09-01
CONSUMER GOODS,"COLUMBIA-SNAKE, OR",8454094,96715270,8368,2019-09-01
CONSUMER GOODS,"SEATTLE, WA",173049107,1696230987,105228,2019-09-01
CONSUMER GOODS,"ANCHORAGE, AK",0,58790981,6549,2019-09-01
CONSUMER GOODS,"HONOLULU, HI",2910142,21275716,4241,2019-09-01
CONSUMER GOODS,"GREAT FALLS, MT",23841390,230017376,16827,2019-09-01
CONSUMER GOODS,"PEMBINA, ND",0,201645977,10117,2019-09-01
CONSUMER GOODS,"MINNEAPOLIS, MN",19631805,216638445,14002,2019-09-01
CONSUMER GOODS,"DULUTH, MN",31117,69257002,7089,2019-09-01
CONSUMER GOODS,"MILWAUKEE, WI",424696,17678435,1196,2019-09-01
CONSUMER GOODS,"DETROIT, MI",5930840,1157872068,80776,2019-09-01
CONSUMER GOODS,"SAN JUAN, PR",18482261,800870345,7010,2019-09-01
CONSUMER GOODS,"CHICAGO, IL",139290791,7759244605,124652,2019-09-01
CONSUMER GOODS,"CLEVELAND, OH",85428446,3521908869,141991,2019-09-01
CONSUMER GOODS,"ST. LOUIS, MO",50584553,384525876,24840,2019-09-01
CONSUMER GOODS,U.S. VIRGIN ISLANDS,57524,1491453,51,2019-09-01
CONSUMER GOODS,"MIAMI, FL",96529029,1360875809,103192,2019-09-01
CONSUMER GOODS,"HOUSTON-GALVESTON, TX",144591032,763368490,49439,2019-09-01
CONSUMER GOODS,"WASHINGTON, DC",732865,394888522,4886,2019-09-01
CONSUMER GOODS,"DALLAS-FORT WORTH, TX",81673911,1572848869,64764,2019-09-01
OTHER GOODS,"PORTLAND, ME",46518,27710635,753,2019-09-01
OTHER GOODS,"ST. ALBANS, VT",0,18437644,1134,2019-09-01
OTHER GOODS,"BOSTON, MA",612249,108518248,1982,2019-09-01
OTHER GOODS,"PROVIDENCE, RI",62993,34466430,5,2019-09-01
OTHER GOODS,"OGDENSBURG, NY",0,117549018,5050,2019-09-01
OTHER GOODS,"BUFFALO, NY",65457,174850527,9358,2019-09-01
OTHER GOODS,"NEW YORK CITY, NY",9054137,1098447944,12424,2019-09-01
OTHER GOODS,"PHILADELPHIA, PA",497755,81618081,1649,2019-09-01
OTHER GOODS,"BALTIMORE, MD",546975,28364190,421,2019-09-01
OTHER GOODS,"NORFOLK, VA",1641542,29945333,562,2019-09-01
OTHER GOODS,"WILMINGTON, NC",226700,569003687,974,2019-09-01
OTHER GOODS,"CHARLESTON, SC",1424331,32489612,1196,2019-09-01
OTHER GOODS,"SAVANNAH, GA",3714514,447523267,5371,2019-09-01
OTHER GOODS,"TAMPA, FL",179589,18869329,626,2019-09-01
OTHER GOODS,"MOBILE, AL",434746,17621282,406,2019-09-01
OTHER GOODS,"NEW ORLEANS, LA",1404576,565364741,23569,2019-09-01
OTHER GOODS,"PORT ARTHUR, TX",0,187733,2,2019-09-01
OTHER GOODS,"LAREDO, TX",43241,246097485,14822,2019-09-01
OTHER GOODS,"EL PASO, TX",20582,61593257,5773,2019-09-01
OTHER GOODS,"SAN FRANCISCO, CA",2051545,194217393,5843,2019-09-01
OTHER GOODS,"SAN DIEGO, CA",5136,160711137,10361,2019-09-01
OTHER GOODS,"NOGALES, AZ",1397,252055556,6633,2019-09-01
OTHER GOODS,"LOS ANGELES, CA",6216093,414524813,8962,2019-09-01
OTHER GOODS,"COLUMBIA-SNAKE, OR",110853,11444427,534,2019-09-01
OTHER GOODS,"SEATTLE, WA",3387286,231364015,8240,2019-09-01
OTHER GOODS,"ANCHORAGE, AK",0,93963944,2760,2019-09-01
OTHER GOODS,"HONOLULU, HI",14026,4854461,290,2019-09-01
OTHER GOODS,"GREAT FALLS, MT",496116,172145205,5824,2019-09-01
OTHER GOODS,"PEMBINA, ND",0,140389407,4565,2019-09-01
OTHER GOODS,"MINNEAPOLIS, MN",372025,43001428,777,2019-09-01
OTHER GOODS,"DULUTH, MN",0,2345528,85,2019-09-01
OTHER GOODS,"MILWAUKEE, WI",789,5820280,126,2019-09-01
OTHER GOODS,"DETROIT, MI",511598,555010326,23103,2019-09-01
OTHER GOODS,"CHICAGO, IL",2008914,1474813558,8661,2019-09-01
OTHER GOODS,"CLEVELAND, OH",1286043,512503591,20166,2019-09-01
OTHER GOODS,"ST. LOUIS, MO",2193953,62692051,2479,2019-09-01
OTHER GOODS,"SAN JUAN, PR",609370,8981951,310,2019-09-01
OTHER GOODS,"MIAMI, FL",4594146,383631278,6677,2019-09-01
OTHER GOODS,"HOUSTON-GALVESTON, TX",4770722,193920007,2374,2019-09-01
OTHER GOODS,"WASHINGTON, DC",3130,19673468,545,2019-09-01
OTHER GOODS,"DALLAS-FORT WORTH, TX",199474,307597688,5342,2019-09-01
OTHER GOODS,VESSELS UNDER OWN POWER,0,3150,1,2019-09-01
OTHER GOODS,LOW VALUE,0,1567918448,222,2019-09-01
"CAPITAL GOODS, EXCEPT AUTOMOTIVE","PORTLAND, ME",555280,415187486,1101,2019-10-01
"CAPITAL GOODS, EXCEPT AUTOMOTIVE","ST. ALBANS, VT",0,247345736,9469,2019-10-01
"CAPITAL GOODS, EXCEPT AUTOMOTIVE","BOSTON, MA",13598577,707806571,25272,2019-10-01
"CAPITAL GOODS, EXCEPT AUTOMOTIVE","PROVIDENCE, RI",7390,700900,29,2019-10-01
"CAPITAL GOODS, EXCEPT AUTOMOTIVE","PHILADELPHIA, PA",17046531,691448442,29620,2019-10-01
"CAPITAL GOODS, EXCEPT AUTOMOTIVE","OGDENSBURG, NY",0,299891724,17955,2019-10-01
"CAPITAL GOODS, EXCEPT AUTOMOTIVE","BUFFALO, NY",2513332,551064816,36258,2019-10-01
"CAPITAL GOODS, EXCEPT AUTOMOTIVE","NEW YORK CITY, NY",145364871,3485513856,113245,2019-10-01
"CAPITAL GOODS, EXCEPT AUTOMOTIVE","BALTIMORE, MD",36059306,635769992,12453,2019-10-01
"CAPITAL GOODS, EXCEPT AUTOMOTIVE","NORFOLK, VA",69127561,924853613,23000,2019-10-01
"CAPITAL GOODS, EXCEPT AUTOMOTIVE","WILMINGTON, NC",16353036,392953918,18000,2019-10-01
"CAPITAL GOODS, EXCEPT AUTOMOTIVE","CHARLESTON, SC",98577739,1432981443,41423,2019-10-01
"CAPITAL GOODS, EXCEPT AUTOMOTIVE","SAVANNAH, GA",180885557,3135787434,74327,2019-10-01
"CAPITAL GOODS, EXCEPT AUTOMOTIVE","TAMPA, FL",40725136,479540102,7113,2019-10-01
"CAPITAL GOODS, EXCEPT AUTOMOTIVE","MOBILE, AL",16377276,393540190,7381,2019-10-01
"CAPITAL GOODS, EXCEPT AUTOMOTIVE","NEW ORLEANS, LA",51395025,4198204675,133507,2019-10-01
"CAPITAL GOODS, EXCEPT AUTOMOTIVE","PORT ARTHUR, TX",0,33414627,27,2019-10-01
"CAPITAL GOODS, EXCEPT AUTOMOTIVE","LAREDO, TX",3452230,4301826638,220646,2019-10-01
"CAPITAL GOODS, EXCEPT AUTOMOTIVE","EL PASO, TX",14716475,3632394041,130696,2019-10-01
"CAPITAL GOODS, EXCEPT AUTOMOTIVE","SAN DIEGO, CA",521512,1255912912,65832,2019-10-01
"CAPITAL GOODS, EXCEPT AUTOMOTIVE","NOGALES, AZ",730459,687380771,36791,2019-10-01
"CAPITAL GOODS, EXCEPT AUTOMOTIVE","LOS ANGELES, CA",339363946,7788387173,172879,2019-10-01
"CAPITAL GOODS, EXCEPT AUTOMOTIVE","SAN FRANCISCO, CA",57688378,2650817597,68008,2019-10-01
"CAPITAL GOODS, EXCEPT AUTOMOTIVE","COLUMBIA-SNAKE, OR",6297909,135692017,5575,2019-10-01
"CAPITAL GOODS, EXCEPT AUTOMOTIVE","SEATTLE, WA",51059720,1793961201,36472,2019-10-01
"CAPITAL GOODS, EXCEPT AUTOMOTIVE","ANCHORAGE, AK",348780,1357667203,21857,2019-10-01
"CAPITAL GOODS, EXCEPT AUTOMOTIVE","HONOLULU, HI",1103538,54272045,2356,2019-10-01
"CAPITAL GOODS, EXCEPT AUTOMOTIVE","GREAT FALLS, MT",15002686,497293463,12138,2019-10-01
"CAPITAL GOODS, EXCEPT AUTOMOTIVE","PEMBINA, ND",16314,286579419,11571,2019-10-01
"CAPITAL GOODS, EXCEPT AUTOMOTIVE","MINNEAPOLIS, MN",12353914,336895152,12512,2019-10-01
"CAPITAL GOODS, EXCEPT AUTOMOTIVE","DULUTH, MN",1,15896601,896,2019-10-01
"CAPITAL GOODS, EXCEPT AUTOMOTIVE","CLEVELAND, OH",56725845,4105283847,191092,2019-10-01
"CAPITAL GOODS, EXCEPT AUTOMOTIVE","MILWAUKEE, WI",2834564,44160962,3668,2019-10-01
"CAPITAL GOODS, EXCEPT AUTOMOTIVE","DETROIT, MI",14280479,1838587469,71456,2019-10-01
"CAPITAL GOODS, EXCEPT AUTOMOTIVE","CHICAGO, IL",101087283,5763237362,183843,2019-10-01
"CAPITAL GOODS, EXCEPT AUTOMOTIVE","ST. LOUIS, MO",38375152,458940132,13805,2019-10-01
"CAPITAL GOODS, EXCEPT AUTOMOTIVE","SAN JUAN, PR",6818401,185844343,2731,2019-10-01
"CAPITAL GOODS, EXCEPT AUTOMOTIVE",U.S. VIRGIN ISLANDS,13572,484214,22,2019-10-01
"CAPITAL GOODS, EXCEPT AUTOMOTIVE","MIAMI, FL",37600136,834688467,23119,2019-10-01
"CAPITAL GOODS, EXCEPT AUTOMOTIVE","HOUSTON-GALVESTON, TX",118452638,1832840487,34751,2019-10-01
"CAPITAL GOODS, EXCEPT AUTOMOTIVE","WASHINGTON, DC",7255,193209796,9087,2019-10-01
"CAPITAL GOODS, EXCEPT AUTOMOTIVE","DALLAS-FORT WORTH, TX",32425645,1741145348,48882,2019-10-01
"CAPITAL GOODS, EXCEPT AUTOMOTIVE",VESSELS UNDER OWN POWER,0,395169,4,2019-10-01
"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES","PORTLAND, ME",17767,39405903,5402,2019-10-01
"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES","ST. ALBANS, VT",0,24728598,2042,2019-10-01
"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES","BOSTON, MA",4469015,91882976,1218,2019-10-01
"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES","PROVIDENCE, RI",2160,588883344,10089,2019-10-01
"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES","OGDENSBURG, NY",0,157616364,8003,2019-10-01
"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES","BUFFALO, NY",566850,878101272,32014,2019-10-01
"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES","NEW YORK CITY, NY",81910624,1461753478,43165,2019-10-01
"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES","PHILADELPHIA, PA",15254456,388610247,12562,2019-10-01
"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES","BALTIMORE, MD",15829595,1700843748,11397,2019-10-01
"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES","NORFOLK, VA",42918651,235984757,7704,2019-10-01
"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES","WILMINGTON, NC",5030316,33738769,2348,2019-10-01
"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES","CHARLESTON, SC",100756511,989178139,36264,2019-10-01
"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES","SAVANNAH, GA",92749346,1829969997,32213,2019-10-01
"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES","TAMPA, FL",13105128,976052885,13221,2019-10-01
"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES","MOBILE, AL",33401428,247816037,7249,2019-10-01
"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES","NEW ORLEANS, LA",32916442,551156799,24741,2019-10-01
"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES","LAREDO, TX",1609605,7368610248,353596,2019-10-01
"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES","EL PASO, TX",2192368,1410991628,98255,2019-10-01
"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES","SAN DIEGO, CA",400825,1313901751,22555,2019-10-01
"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES","NOGALES, AZ",222656,168265850,9089,2019-10-01
"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES","LOS ANGELES, CA",194966092,2590708862,59298,2019-10-01
"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES","SAN FRANCISCO, CA",21385483,536233511,9482,2019-10-01
"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES","HONOLULU, HI",131010,24468570,265,2019-10-01
"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES","COLUMBIA-SNAKE, OR",4161391,558306694,1709,2019-10-01
"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES","SEATTLE, WA",28751947,522192901,10972,2019-10-01
"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES","ANCHORAGE, AK",0,5984861,555,2019-10-01
"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES","GREAT FALLS, MT",2210890,65741863,2145,2019-10-01
"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES","PEMBINA, ND",0,113155537,4910,2019-10-01
"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES","MINNEAPOLIS, MN",3979858,57189303,3049,2019-10-01
"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES","DULUTH, MN",33522,1985786,276,2019-10-01
"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES","MILWAUKEE, WI",145035,9095176,303,2019-10-01
"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES","DETROIT, MI",16673755,4823012563,235598,2019-10-01
"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES","CHICAGO, IL",48626458,558805985,28678,2019-10-01
"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES","CLEVELAND, OH",48437786,566423264,25358,2019-10-01
"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES","ST. LOUIS, MO",12908113,68081328,3720,2019-10-01
"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES","SAN JUAN, PR",2928005,92110356,804,2019-10-01
"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES",U.S. VIRGIN ISLANDS,54537,161518,20,2019-10-01
"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES","MIAMI, FL",15447059,146227141,8979,2019-10-01
"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES","HOUSTON-GALVESTON, TX",22603118,368744975,12350,2019-10-01
"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES","WASHINGTON, DC",6705,8114551,661,2019-10-01
"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES","DALLAS-FORT WORTH, TX",27358021,129316366,7446,2019-10-01
